2012.12.29,Motherwell,Kilmarnock,2,2
2012.12.29,StJohnstone,InvernessC,0,0
2012.12.30,DundeeUnited,StMirren,3,4
2013.01.02,Aberdeen,DundeeUnited,2,2
2013.01.02,Celtic,Motherwell,1,0
2013.01.02,StJohnstone,Dundee,1,0
2013.01.02,StMirren,Kilmarnock,1,1
2013.01.03,Hearts,Hibernian,0,0
2013.01.19,Celtic,Hearts,4,1
2013.01.19,Hibernian,Dundee,1,1
2013.01.19,InvernessC,Aberdeen,3,0
2013.01.19,Kilmarnock,DundeeUnited,2,3
2013.01.19,StMirren,RossCounty,1,4
2013.01.20,Motherwell,StJohnstone,3,2
2013.01.22,Celtic,DundeeUnited,4,0
2013.01.26,DundeeUnited,RossCounty,1,1
2013.01.27,Aberdeen,Hibernian,0,0
2013.01.27,Dundee,Kilmarnock,0,0
2013.01.30,Celtic,Kilmarnock,4,1
2013.01.30,Hearts,Dundee,1,0
2013.01.30,RossCounty,Hibernian,1,0
2013.01.30,StJohnstone,Aberdeen,3,1
2013.01.30,StMirren,InvernessC,2,1
2013.02.02,RossCounty,Hearts,2,2
2013.02.08,Dundee,RossCounty,0,2
2013.02.09,Aberdeen,StMirren,0,0
2013.02.09,DundeeUnited,Hearts,3,1
2013.02.09,InvernessC,Celtic,1,3
2013.02.09,Kilmarnock,Motherwell,2,0
2013.02.11,Hibernian,StJohnstone,1,3
2013.02.13,InvernessC,Kilmarnock,1,1
2013.02.15,Aberdeen,Dundee,1,0
2013.02.16,Celtic,DundeeUnited,6,2
2013.02.16,Hearts,Kilmarnock,0,3
2013.02.16,Motherwell,InvernessC,3,0
2013.02.16,RossCounty,StJohnstone,1,0
2013.02.16,StMirren,Hibernian,0,1
2013.02.19,Motherwell,DundeeUnited,0,1
2013.02.19,StJohnstone,Celtic,1,1
2013.02.23,Hearts,InvernessC,2,3
2013.02.23,Kilmarnock,Aberdeen,1,1
2013.02.23,RossCounty,Motherwell,3,0
2013.02.23,StJohnstone,StMirren,1,0
2013.02.24,Celtic,Dundee,5,0
2013.02.24,DundeeUnited,Hibernian,2,2
2013.02.26,Aberdeen,RossCounty,0,1
2013.02.27,Dundee,StJohnstone,2,2
2013.02.27,Hibernian,Kilmarnock,2,2
2013.02.27,InvernessC,DundeeUnited,0,0
2013.02.27,Motherwell,Celtic,2,1
2013.02.27,StMirren,Hearts,2,0
2013.03.02,Hearts,Motherwell,1,2
2013.03.02,RossCounty,InvernessC,0,0
2013.03.05,Hearts,StJohnstone,2,0
2013.03.06,Dundee,StMirren,2,1
2013.03.09,Aberdeen,Motherwell,0,0
2013.03.09,Dundee,InvernessC,1,1
2013.03.09,RossCounty,Celtic,3,2
2013.03.09,StJohnstone,Kilmarnock,2,0
2013.03.09,StMirren,DundeeUnited,0,0
2013.03.10,Hibernian,Hearts,0,0
2013.03.15,Motherwell,Hibernian,4,1
2013.03.16,Celtic,Aberdeen,4,3
2013.03.16,InvernessC,RossCounty,2,1
2013.03.17,DundeeUnited,Dundee,1,1
2013.03.30,Aberdeen,Hearts,2,0
2013.03.30,Dundee,Motherwell,0,3
2013.03.30,Hibernian,InvernessC,1,2
2013.03.30,RossCounty,Kilmarnock,0,1
2013.03.31,StMirren,Celtic,1,1
2013.04.01,StJohnstone,DundeeUnited,1,1
2013.04.03,Kilmarnock,StMirren,1,1
2013.04.05,InvernessC,StJohnstone,0,0
2013.04.06,Celtic,Hibernian,3,0
2013.04.06,DundeeUnited,Aberdeen,1,0
